0.06203559702782098 0.07395887333678935 0.0924485916709867 0.279419388284085 0.492137549680318
indeped 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
bidder 0.0002896032435563278 9.589566551591868e-05 0.00047460844803037496 0.0018076956184901437 7.783312577833126e-05
confus 9.653441451877595e-05 0.00028768699654775604 0.0005695301376364499 0.00017216148747525178 0.00023349937733499379
ago 0.0022202915339318468 0.0029727656309934793 0.0015187470336971997 0.0023241800809158993 0.004747820672478207
160000 0.0001930688290375519 0.00019179133103183735 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
sausag 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
advanc 0.0002896032435563278 0.0020138089758342925 0.002183198860939725 0.002496341568391151 0.0012453300124533001
der 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
rapese 9.653441451877595e-05 0.0007671653241273494 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
efp 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
cri 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
settl 0.0006757409016314316 0.00019179133103183735 0.00028476506881822496 0.0006886459499010071 0.00023349937733499379
arb 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
tamura 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 0.00017216148747525178 7.783312577833126e-05
rapid 0.0001930688290375519 0.00028768699654775604 0.00132890365448505 0.0005164844624257553 0.00038916562889165627
rationalis 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00038916562889165627
releas 0.0015445506323004152 0.001822017644802455 0.00132890365448505 0.0023241800809158993 0.0021793275217932753
3706 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
midmonth 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 8.608074373762589e-05 7.783312577833126e-05
88 0.0004826720725938797 9.589566551591868e-05 0.00018984337921214997 0.00017216148747525178 0.0021793275217932753
albert 0.0001930688290375519 0.0003835826620636747 0.00018984337921214997 0.00025824223121287767 0.00023349937733499379
9500 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
high 0.0030891012646008303 0.003356348293057154 0.004935927859515899 0.0035293104932426615 0.00311332503113325
persh 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
iroquoi 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
cogener 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
5054844 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
6882 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
6951000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
91 0.0001930688290375519 0.00019179133103183735 0.00018984337921214997 0.0006886459499010071 0.001790161892901619
length 0.0001930688290375519 9.589566551591868e-05 0.00018984337921214997 0.00025824223121287767 0.00015566625155666251
bleak 0.0003861376580751038 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
stockdraw 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
849180 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
rape 9.653441451877595e-05 0.0003835826620636747 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
rosemari 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
3056000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
togeth 0.0005792064871126556 0.00028768699654775604 0.0008542952064546749 0.002410260824653525 0.0008561643835616438
spokesmen 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.0005164844624257553 7.783312577833126e-05
ltgre 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
enact 0.0001930688290375519 0.00028768699654775604 0.00018984337921214997 0.00017216148747525178 7.783312577833126e-05
sandra 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
recess 0.0006757409016314316 0.00019179133103183735 0.0008542952064546749 0.00034432297495050356 0.00023349937733499379
ltariadn 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
refurbish 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
late 0.0014480162177816392 0.002397391637897967 0.0037019458946369243 0.004045794955668417 0.001790161892901619
chemclear 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
dickey 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
leighpemberton 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00025824223121287767 7.783312577833126e-05
ltm 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 0.00015566625155666251
ltqintex 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00043040371868812945 7.783312577833126e-05
kaufman 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00017216148747525178 0.00031133250311332503
ltacst 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
avert 0.0003861376580751038 0.00028768699654775604 0.00018984337921214997 8.608074373762589e-05 7.783312577833126e-05
sichuan 9.653441451877595e-05 0.0004794783275795934 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
comecon 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 7.783312577833126e-05
tanaka 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 7.783312577833126e-05
unpublish 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
ford 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00043040371868812945 0.0007004981320049813
237000 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00017216148747525178 7.783312577833126e-05
colour 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
avana 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
airway 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00034432297495050356 0.0008561643835616438
belong 0.0001930688290375519 0.00019179133103183735 9.492168960607498e-05 0.00043040371868812945 0.00015566625155666251
eas 0.0009653441451877594 0.0006712696586114307 0.0038917892738490746 0.00043040371868812945 0.0006226650062266501
flew 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
norway 0.0007722753161502076 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
384 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00038916562889165627
categori 0.0002896032435563278 0.00019179133103183735 0.0009492168960607499 0.00017216148747525178 0.00023349937733499379
trackag 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
ltmetromedia 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
95 0.0001930688290375519 0.0007671653241273494 0.0007593735168485999 0.00146337264353964 0.002101494396014944
underestim 0.0001930688290375519 0.00019179133103183735 0.00018984337921214997 8.608074373762589e-05 7.783312577833126e-05
likelihood 0.0002896032435563278 0.00019179133103183735 0.00018984337921214997 0.00034432297495050356 0.00023349937733499379
alarm 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 0.00017216148747525178 7.783312577833126e-05
fumio 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0006025652061633813 7.783312577833126e-05
2312000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
949 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
ual 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00043040371868812945 0.00023349937733499379
porter 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
1841000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
ltht 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.0008608074373762589 7.783312577833126e-05
alter 0.0007722753161502076 0.00028768699654775604 0.00047460844803037496 0.00043040371868812945 0.00015566625155666251
quaker 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00043040371868812945 0.00031133250311332503
respond 0.0006757409016314316 0.0004794783275795934 0.001044138585666825 0.0015494533872772661 0.0005448318804483188
suitor 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0011190496685891365 7.783312577833126e-05
ltaero 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
melvin 9.653441451877595e-05 0.0003835826620636747 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
ownership 0.0003861376580751038 9.589566551591868e-05 9.492168960607498e-05 0.0038736334681931653 0.0007783312577833125
360 0.0001930688290375519 9.589566551591868e-05 0.00037968675842429994 0.00017216148747525178 0.0007004981320049813
studio 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 7.783312577833126e-05
suchard 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
eaten 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
prudentialbach 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 0.00015566625155666251
parcel 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0005164844624257553 7.783312577833126e-05
pittston 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
fed 0.0001930688290375519 0.00019179133103183735 0.007214048410061699 0.0006886459499010071 7.783312577833126e-05
figur 0.0025098947774881745 0.0046988876102800154 0.0025628856193640245 0.0008608074373762589 0.008950809464508094
marco 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.0005164844624257553 7.783312577833126e-05
persuad 0.0002896032435563278 0.00019179133103183735 0.0007593735168485999 0.00017216148747525178 7.783312577833126e-05
ltmitsi 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
worthwhil 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
agricola 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
698 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00046699875466998757
desir 0.0005792064871126556 0.00028768699654775604 0.000664451827242525 0.0006886459499010071 0.00023349937733499379
cycl 0.0002896032435563278 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 0.00046699875466998757
387000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00038916562889165627
ltekr 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
624000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
interact 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
560 9.653441451877595e-05 0.0003835826620636747 0.00028476506881822496 8.608074373762589e-05 0.00031133250311332503
regrett 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
protectionist 0.0002896032435563278 0.00019179133103183735 0.00132890365448505 8.608074373762589e-05 0.00015566625155666251
protest 0.0004826720725938797 0.0005753739930955121 0.00037968675842429994 0.00025824223121287767 7.783312577833126e-05
zero 0.0003861376580751038 0.0008630609896432681 0.00047460844803037496 0.00025824223121287767 7.783312577833126e-05
914 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
richmond 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00025824223121287767 7.783312577833126e-05
heligmey 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
ltaivjj 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
alejandro 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
617000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00038916562889165627
1004000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
rent 0.0001930688290375519 0.00019179133103183735 0.00018984337921214997 8.608074373762589e-05 0.00015566625155666251
struggl 0.0002896032435563278 9.589566551591868e-05 0.00028476506881822496 0.00025824223121287767 0.00023349937733499379
metal 0.0001930688290375519 0.00019179133103183735 0.00037968675842429994 0.0018076956184901437 0.0007783312577833125
pctowner 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
468 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 0.00046699875466998757
renouf 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00043040371868812945 7.783312577833126e-05
deem 0.0001930688290375519 0.00019179133103183735 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
2285000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
levi 0.0001930688290375519 0.0006712696586114307 0.00018984337921214997 0.00025824223121287767 7.783312577833126e-05
preceed 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
stat 0.0003861376580751038 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
ltchemic 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 7.783312577833126e-05
3109 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
4577000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
1267 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
oecd 0.0005792064871126556 0.00019179133103183735 0.00037968675842429994 8.608074373762589e-05 7.783312577833126e-05
148 0.0001930688290375519 0.00028768699654775604 0.0009492168960607499 0.0006025652061633813 0.002101494396014944
clearer 9.653441451877595e-05 9.589566551591868e-05 0.00037968675842429994 8.608074373762589e-05 7.783312577833126e-05
135 0.0008688097306689834 0.0006712696586114307 0.00037968675842429994 0.0007747266936386331 0.003035491905354919
germain 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00025824223121287767 7.783312577833126e-05
485000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
junior 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0005164844624257553 0.00023349937733499379
144000 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
test 0.0011584129742253113 0.00028768699654775604 0.0016136687233032749 0.0006886459499010071 0.0006226650062266501
topeka 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
boon 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00015566625155666251
restraint 0.0004826720725938797 9.589566551591868e-05 0.00028476506881822496 0.00043040371868812945 0.00023349937733499379
43 0.0002896032435563278 0.0005753739930955121 0.00018984337921214997 0.0009468881811138849 0.005292652552926526
558800 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
373000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
accrual 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
114712 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
eaux 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
twothird 0.0009653441451877594 0.0003835826620636747 0.00018984337921214997 0.0005164844624257553 0.00023349937733499379
vision 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 0.00017216148747525178 7.783312577833126e-05
factor 0.0009653441451877594 0.0009589566551591868 0.004651162790697674 0.001635534131014892 0.0024906600249066002
centr 0.0001930688290375519 0.00019179133103183735 0.0008542952064546749 0.0006886459499010071 0.0007004981320049813
ltguinl 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.0005164844624257553 0.00015566625155666251
su 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 0.00034432297495050356 7.783312577833126e-05
treasur 9.653441451877595e-05 9.589566551591868e-05 0.00047460844803037496 0.00043040371868812945 7.783312577833126e-05
houston 0.0007722753161502076 0.00019179133103183735 9.492168960607498e-05 0.0010329689248515107 0.0007783312577833125
ltmnst 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 0.00015566625155666251
212000 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
nonresidenti 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 7.783312577833126e-05
nigeria 0.0008688097306689834 0.00028768699654775604 0.00028476506881822496 8.608074373762589e-05 7.783312577833126e-05
233 0.0002896032435563278 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.0009339975093399751
unlik 0.0005792064871126556 0.0010548523206751054 0.0026578073089701 0.0009468881811138849 0.0007004981320049813
1991 0.0002896032435563278 0.00028768699654775604 9.492168960607498e-05 0.00043040371868812945 0.00038916562889165627
1906000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
uncertain 0.0001930688290375519 0.0005753739930955121 0.0005695301376364499 0.00043040371868812945 0.0007004981320049813
indonesia 0.0011584129742253113 0.0008630609896432681 0.00028476506881822496 0.00017216148747525178 7.783312577833126e-05
ltccn 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
376 9.653441451877595e-05 0.00028768699654775604 0.00028476506881822496 0.00017216148747525178 0.00046699875466998757
heavili 0.0004826720725938797 0.00028768699654775604 0.000664451827242525 0.00043040371868812945 0.00031133250311332503
organis 0.0011584129742253113 0.0005753739930955121 0.0008542952064546749 0.00146337264353964 0.00031133250311332503
1562 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
716 9.653441451877595e-05 0.00019179133103183735 0.00037968675842429994 0.00017216148747525178 0.00046699875466998757
4043 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00015566625155666251
impati 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00017216148747525178 7.783312577833126e-05
wouldnt 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 0.00025824223121287767 0.00015566625155666251
2925000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
503 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.0010118306351183063
ltbwrlf 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
chavin 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
hoechst 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00046699875466998757
constitut 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 0.0006025652061633813 7.783312577833126e-05
2498 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00015566625155666251
112 0.0003861376580751038 0.0004794783275795934 0.00037968675842429994 0.00043040371868812945 0.002801992528019925
3670000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
ident 0.0001930688290375519 9.589566551591868e-05 0.00018984337921214997 0.00025824223121287767 0.00015566625155666251
ltjpn 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 7.783312577833126e-05
ltlk 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00015566625155666251
bob 0.0001930688290375519 0.0003835826620636747 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
depositor 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 0.00025824223121287767 7.783312577833126e-05
tam 9.653441451877595e-05 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 7.783312577833126e-05
ltmcorp 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
attain 0.0002896032435563278 0.00028768699654775604 9.492168960607498e-05 0.00017216148747525178 0.00031133250311332503
reschedul 0.0001930688290375519 0.00019179133103183735 0.00037968675842429994 0.00017216148747525178 0.00038916562889165627
ltlifi 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
handler 9.653441451877595e-05 0.0004794783275795934 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
785000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00038916562889165627
jointli 0.0001930688290375519 0.00019179133103183735 0.000664451827242525 0.00146337264353964 7.783312577833126e-05
ltcag 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00034432297495050356 0.00023349937733499379
deduct 0.0004826720725938797 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 0.0007004981320049813
410 0.0001930688290375519 0.00019179133103183735 9.492168960607498e-05 0.00017216148747525178 0.0008561643835616438
mckesson 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
rotat 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 0.00017216148747525178 7.783312577833126e-05
wilhelm 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00015566625155666251
cp 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
sportswear 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 0.00015566625155666251
554000 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
delta 0.0001930688290375519 0.00019179133103183735 9.492168960607498e-05 0.0006886459499010071 0.00015566625155666251
nino 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
1084 0.0001930688290375519 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00038916562889165627
tbond 9.653441451877595e-05 0.00019179133103183735 0.00018984337921214997 8.608074373762589e-05 7.783312577833126e-05
sensit 9.653441451877595e-05 9.589566551591868e-05 0.0008542952064546749 0.00017216148747525178 7.783312577833126e-05
daili 0.0026064291920069507 0.0019179133103183737 0.0018984337921214998 0.0012051304123267626 0.00038916562889165627
950 0.0001930688290375519 9.589566551591868e-05 0.00037968675842429994 0.00043040371868812945 0.00046699875466998757
forseeabl 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00023349937733499379
saudi 0.0032821700936383823 0.0006712696586114307 0.0011390602752728999 8.608074373762589e-05 0.00015566625155666251
stricter 0.0002896032435563278 9.589566551591868e-05 0.00028476506881822496 8.608074373762589e-05 7.783312577833126e-05
heart 0.0003861376580751038 0.00028768699654775604 0.00028476506881822496 0.00043040371868812945 0.00015566625155666251
lid 9.653441451877595e-05 9.589566551591868e-05 0.00018984337921214997 8.608074373762589e-05 0.00015566625155666251
892 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
orion 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
can 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
richest 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
seriou 0.0005792064871126556 0.0010548523206751054 0.0007593735168485999 0.0011190496685891365 0.00046699875466998757
weiss 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00017216148747525178 0.00015566625155666251
fullydilut 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
863 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00038916562889165627
87000 9.653441451877595e-05 0.00019179133103183735 9.492168960607498e-05 8.608074373762589e-05 0.00031133250311332503
1913000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
70000 9.653441451877595e-05 0.0009589566551591868 9.492168960607498e-05 0.00025824223121287767 0.00023349937733499379
998 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00038916562889165627
dwash 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 7.783312577833126e-05
tend 0.0001930688290375519 0.00028768699654775604 0.0007593735168485999 0.00017216148747525178 0.00015566625155666251
ltcq 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
972 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
155000 9.653441451877595e-05 0.00028768699654775604 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
ltmccl 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
794711 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
naturalit 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 0.00025824223121287767 7.783312577833126e-05
78000 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00038916562889165627
also 0.01168066415677189 0.008438818565400843 0.012244897959183673 0.02935353361453043 0.02054794520547945
ltflbk 9.653441451877595e-05 9.589566551591868e-05 9.492168960607498e-05 8.608074373762589e-05 0.00023349937733499379
